,Fruit,Full filename,File
45078,Tomato 1,./data/fruits/fruits-360/Training/Tomato 1/r2_300_100.jpg,r2_300_100.jpg
14096,Chestnut,./data/fruits/fruits-360/Training/Chestnut/r_144_100.jpg,r_144_100.jpg
23297,Kumquats,./data/fruits/fruits-360/Training/Kumquats/r_19_100.jpg,r_19_100.jpg
14365,Clementine,./data/fruits/fruits-360/Training/Clementine/268_100.jpg,268_100.jpg
32277,Pear,./data/fruits/fruits-360/Training/Pear/258_100.jpg,258_100.jpg
39704,Pomelo Sweetie,./data/fruits/fruits-360/Training/Pomelo Sweetie/84_100.jpg,84_100.jpg
21109,Hazelnut,./data/fruits/fruits-360/Training/Hazelnut/140_100.jpg,140_100.jpg
15708,Granadilla,./data/fruits/fruits-360/Training/Granadilla/142_100.jpg,142_100.jpg
44586,Tangelo,./data/fruits/fruits-360/Training/Tangelo/r_304_100.jpg,r_304_100.jpg
10250,Carambula,./data/fruits/fruits-360/Training/Carambula/r_37_100.jpg,r_37_100.jpg
4440,Apple Red Yellow 1,./data/fruits/fruits-360/Training/Apple Red Yellow 1/17_100.jpg,17_100.jpg
41750,Redcurrant,./data/fruits/fruits-360/Training/Redcurrant/r_120_100.jpg,r_120_100.jpg
25607,Mandarine,./data/fruits/fruits-360/Training/Mandarine/41_100.jpg,41_100.jpg
23750,Lemon,./data/fruits/fruits-360/Training/Lemon/r_138_100.jpg,r_138_100.jpg
45589,Tomato 2,./data/fruits/fruits-360/Training/Tomato 2/89_100.jpg,89_100.jpg
6732,Avocado ripe,./data/fruits/fruits-360/Training/Avocado ripe/r_15_100.jpg,r_15_100.jpg
33234,Pear Kaiser,./data/fruits/fruits-360/Training/Pear Kaiser/r_105_100.jpg,r_105_100.jpg
26724,Maracuja,./data/fruits/fruits-360/Training/Maracuja/164_100.jpg,164_100.jpg
40684,Rambutan,./data/fruits/fruits-360/Training/Rambutan/326_100.jpg,326_100.jpg
37636,Plum,./data/fruits/fruits-360/Training/Plum/r_209_100.jpg,r_209_100.jpg
47804,Tomato Maroon,./data/fruits/fruits-360/Training/Tomato Maroon/100_100.jpg,100_100.jpg
38986,Plum 3,./data/fruits/fruits-360/Training/Plum 3/r_261_100.jpg,r_261_100.jpg
9976,Carambula,./data/fruits/fruits-360/Training/Carambula/291_100.jpg,291_100.jpg
29897,Passion Fruit,./data/fruits/fruits-360/Training/Passion Fruit/11_100.jpg,11_100.jpg
