,Fruit,Full filename,File
31519,Peach 2,./data/fruits/fruits-360/Training/Peach 2/r_273_100.jpg,r_273_100.jpg
17539,Grape Pink,./data/fruits/fruits-360/Training/Grape Pink/r_221_100.jpg,r_221_100.jpg
11423,Cherry 2,./data/fruits/fruits-360/Training/Cherry 2/r_225_100.jpg,r_225_100.jpg
48100,Tomato Maroon,./data/fruits/fruits-360/Training/Tomato Maroon/r_175_100.jpg,r_175_100.jpg
7540,Banana Lady Finger,./data/fruits/fruits-360/Training/Banana Lady Finger/77_100.jpg,77_100.jpg
30223,Passion Fruit,./data/fruits/fruits-360/Training/Passion Fruit/r_188_100.jpg,r_188_100.jpg
11089,Cherry 2,./data/fruits/fruits-360/Training/Cherry 2/r2_128_100.jpg,r2_128_100.jpg
9072,Cantaloupe 1,./data/fruits/fruits-360/Training/Cantaloupe 1/61_100.jpg,61_100.jpg
23383,Kumquats,./data/fruits/fruits-360/Training/Kumquats/r_316_100.jpg,r_316_100.jpg
925,Apple Golden 1,./data/fruits/fruits-360/Training/Apple Golden 1/r_269_100.jpg,r_269_100.jpg
7127,Banana,./data/fruits/fruits-360/Training/Banana/57_100.jpg,57_100.jpg
7064,Banana,./data/fruits/fruits-360/Training/Banana/260_100.jpg,260_100.jpg
20257,Grapefruit White,./data/fruits/fruits-360/Training/Grapefruit White/257_100.jpg,257_100.jpg
673,Apple Golden 1,./data/fruits/fruits-360/Training/Apple Golden 1/263_100.jpg,263_100.jpg
30149,Passion Fruit,./data/fruits/fruits-360/Training/Passion Fruit/r_114_100.jpg,r_114_100.jpg
36743,Pineapple Mini,./data/fruits/fruits-360/Training/Pineapple Mini/r_297_100.jpg,r_297_100.jpg
16258,Grape Blue,./data/fruits/fruits-360/Training/Grape Blue/192_100.jpg,192_100.jpg
44792,Tomato 1,./data/fruits/fruits-360/Training/Tomato 1/233_100.jpg,233_100.jpg
25757,Mandarine,./data/fruits/fruits-360/Training/Mandarine/r_194_100.jpg,r_194_100.jpg
28129,Mulberry,./data/fruits/fruits-360/Training/Mulberry/52_100.jpg,52_100.jpg
37366,Plum,./data/fruits/fruits-360/Training/Plum/14_100.jpg,14_100.jpg
10036,Carambula,./data/fruits/fruits-360/Training/Carambula/4_100.jpg,4_100.jpg
10691,Cherry 1,./data/fruits/fruits-360/Training/Cherry 1/r_212_100.jpg,r_212_100.jpg
38074,Plum 2,./data/fruits/fruits-360/Training/Plum 2/r_196_100.jpg,r_196_100.jpg
5683,Apricot,./data/fruits/fruits-360/Training/Apricot/250_100.jpg,250_100.jpg
24997,Lychee,./data/fruits/fruits-360/Training/Lychee/157_100.jpg,157_100.jpg
37038,Pitahaya Red,./data/fruits/fruits-360/Training/Pitahaya Red/75_100.jpg,75_100.jpg
14397,Clementine,./data/fruits/fruits-360/Training/Clementine/297_100.jpg,297_100.jpg
20058,Grapefruit Pink,./data/fruits/fruits-360/Training/Grapefruit Pink/r_78_100.jpg,r_78_100.jpg
39518,Pomegranate,./data/fruits/fruits-360/Training/Pomegranate/r_48_100.jpg,r_48_100.jpg
17487,Grape Pink,./data/fruits/fruits-360/Training/Grape Pink/r_175_100.jpg,r_175_100.jpg
36120,Pineapple,./data/fruits/fruits-360/Training/Pineapple/r_157_100.jpg,r_157_100.jpg
34960,Physalis,./data/fruits/fruits-360/Training/Physalis/212_100.jpg,212_100.jpg
8169,Banana Red,./data/fruits/fruits-360/Training/Banana Red/r_215_100.jpg,r_215_100.jpg
47339,Tomato Cherry Red,./data/fruits/fruits-360/Training/Tomato Cherry Red/125_100.jpg,125_100.jpg
9050,Cantaloupe 1,./data/fruits/fruits-360/Training/Cantaloupe 1/41_100.jpg,41_100.jpg
10231,Carambula,./data/fruits/fruits-360/Training/Carambula/r_314_100.jpg,r_314_100.jpg
18320,Grape White 2,./data/fruits/fruits-360/Training/Grape White 2/34_100.jpg,34_100.jpg
21444,Hazelnut,./data/fruits/fruits-360/Training/Hazelnut/r_268_100.jpg,r_268_100.jpg
45454,Tomato 2,./data/fruits/fruits-360/Training/Tomato 2/140_100.jpg,140_100.jpg
2454,Apple Red 1,./data/fruits/fruits-360/Training/Apple Red 1/104_100.jpg,104_100.jpg
29176,Orange,./data/fruits/fruits-360/Training/Orange/r_121_100.jpg,r_121_100.jpg
19467,Grape White 4,./data/fruits/fruits-360/Training/Grape White 4/r_191_100.jpg,r_191_100.jpg
9475,Cantaloupe 2,./data/fruits/fruits-360/Training/Cantaloupe 2/298_100.jpg,298_100.jpg
45435,Tomato 2,./data/fruits/fruits-360/Training/Tomato 2/123_100.jpg,123_100.jpg
16896,Grape Blue,./data/fruits/fruits-360/Training/Grape Blue/r_388_100.jpg,r_388_100.jpg
46367,Tomato 3,./data/fruits/fruits-360/Training/Tomato 3/r2_127_100.jpg,r2_127_100.jpg
39253,Pomegranate,./data/fruits/fruits-360/Training/Pomegranate/258_100.jpg,258_100.jpg
24220,Lemon Meyer,./data/fruits/fruits-360/Training/Lemon Meyer/r_118_100.jpg,r_118_100.jpg
15634,Dates,./data/fruits/fruits-360/Training/Dates/r_293_100.jpg,r_293_100.jpg
777,Apple Golden 1,./data/fruits/fruits-360/Training/Apple Golden 1/r_135_100.jpg,r_135_100.jpg
21084,Hazelnut,./data/fruits/fruits-360/Training/Hazelnut/117_100.jpg,117_100.jpg
40637,Rambutan,./data/fruits/fruits-360/Training/Rambutan/27_100.jpg,27_100.jpg
31620,Peach Flat,./data/fruits/fruits-360/Training/Peach Flat/109_100.jpg,109_100.jpg
18045,Grape White,./data/fruits/fruits-360/Training/Grape White/r_291_100.jpg,r_291_100.jpg
23535,Lemon,./data/fruits/fruits-360/Training/Lemon/163_100.jpg,163_100.jpg
41488,Raspberry,./data/fruits/fruits-360/Training/Raspberry/r_97_100.jpg,r_97_100.jpg
44823,Tomato 1,./data/fruits/fruits-360/Training/Tomato 1/263_100.jpg,263_100.jpg
31523,Peach 2,./data/fruits/fruits-360/Training/Peach 2/r_277_100.jpg,r_277_100.jpg
48270,Walnut,./data/fruits/fruits-360/Training/Walnut/215_100.jpg,215_100.jpg
26303,Mango,./data/fruits/fruits-360/Training/Mango/r_288_100.jpg,r_288_100.jpg
8897,Cantaloupe 1,./data/fruits/fruits-360/Training/Cantaloupe 1/19_100.jpg,19_100.jpg
36289,Pineapple,./data/fruits/fruits-360/Training/Pineapple/r_52_100.jpg,r_52_100.jpg
15693,Granadilla,./data/fruits/fruits-360/Training/Granadilla/129_100.jpg,129_100.jpg
23290,Kumquats,./data/fruits/fruits-360/Training/Kumquats/r_186_100.jpg,r_186_100.jpg
43611,Strawberry Wedge,./data/fruits/fruits-360/Training/Strawberry Wedge/r_298_100.jpg,r_298_100.jpg
10327,Cherry 1,./data/fruits/fruits-360/Training/Cherry 1/106_100.jpg,106_100.jpg
7734,Banana Lady Finger,./data/fruits/fruits-360/Training/Banana Lady Finger/r_116_100.jpg,r_116_100.jpg
21642,Huckleberry,./data/fruits/fruits-360/Training/Huckleberry/22_100.jpg,22_100.jpg
21166,Hazelnut,./data/fruits/fruits-360/Training/Hazelnut/22_100.jpg,22_100.jpg
43394,Strawberry Wedge,./data/fruits/fruits-360/Training/Strawberry Wedge/r2_313_100.jpg,r2_313_100.jpg
37970,Plum 2,./data/fruits/fruits-360/Training/Plum 2/r_101_100.jpg,r_101_100.jpg
27299,Melon Piel de Sapo,./data/fruits/fruits-360/Training/Melon Piel de Sapo/195_100.jpg,195_100.jpg
1423,Apple Golden 2,./data/fruits/fruits-360/Training/Apple Golden 2/r_274_100.jpg,r_274_100.jpg
8022,Banana Red,./data/fruits/fruits-360/Training/Banana Red/289_100.jpg,289_100.jpg
19733,Grapefruit Pink,./data/fruits/fruits-360/Training/Grapefruit Pink/238_100.jpg,238_100.jpg
2876,Apple Red 1,./data/fruits/fruits-360/Training/Apple Red 1/r_263_100.jpg,r_263_100.jpg
17763,Grape White,./data/fruits/fruits-360/Training/Grape White/204_100.jpg,204_100.jpg
20423,Grapefruit White,./data/fruits/fruits-360/Training/Grapefruit White/r_185_100.jpg,r_185_100.jpg
11878,Cherry Rainier,./data/fruits/fruits-360/Training/Cherry Rainier/r2_217_100.jpg,r2_217_100.jpg
26059,Mango,./data/fruits/fruits-360/Training/Mango/268_100.jpg,268_100.jpg
5314,Apple Red Yellow 2,./data/fruits/fruits-360/Training/Apple Red Yellow 2/r_120_100.jpg,r_120_100.jpg
27878,Melon Piel de Sapo,./data/fruits/fruits-360/Training/Melon Piel de Sapo/r_45_100.jpg,r_45_100.jpg
21523,Hazelnut,./data/fruits/fruits-360/Training/Hazelnut/r_94_100.jpg,r_94_100.jpg
12091,Cherry Rainier,./data/fruits/fruits-360/Training/Cherry Rainier/r_146_100.jpg,r_146_100.jpg
7090,Banana,./data/fruits/fruits-360/Training/Banana/286_100.jpg,286_100.jpg
38862,Plum 3,./data/fruits/fruits-360/Training/Plum 3/r_108_100.jpg,r_108_100.jpg
4174,Apple Red Delicious,./data/fruits/fruits-360/Training/Apple Red Delicious/r_19_100.jpg,r_19_100.jpg
